provider_id,holding_company,technology_code,technology_code_desc,unit_count_res,unit_count_bus
130817,"Micrologic, Inc.",50,Fiber to the Premises,33098,33098
130819,Mid Century Telephone Co-operative,10,Copper,25622,25622
130821,Midcontinent Communications,40,Cable,1276034,1276034
130825,"Mid-Plains Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,10265,10265
130826,"Mid-Rivers Telephone Cooperative, Inc.",10,Copper,28952,28952
130828,"Midstate Communications, Inc. (SD)",50,Fiber to the Premises,8708,8708
130829,"Mid-States Services, LLC",50,Fiber to the Premises,5545,1224
130831,Midvale Telephone Exchange,10,Copper,60936,61174
130833,McCammon Enterprises,70,Unlicensed Fixed Wireless,246,48
130834,"Midwest Telecom of America, Inc.",70,Unlicensed Fixed Wireless,175,2
130837,Miles Cooperative Telephone Association,50,Fiber to the Premises,5164,5164
130839,"Milford Communications, LLC",40,Cable,5113,5113
130844,Millry Corporation,10,Copper,9938,9938
130845,Minburn Telephone Company,50,Fiber to the Premises,12043,12043
130846,"Minerva Valley Telephone Company, Inc.",50,Fiber to the Premises,1099,1099
130847,Minford Telephone Company,50,Fiber to the Premises,5180,5180
130849,Modern Cooperative Telephone Company,50,Fiber to the Premises,1629,1629
130850,Molalla Communications Company,50,Fiber to the Premises,7756,7756
130851,"Mon-Cre Telephone Cooperative, Inc.",50,Fiber to the Premises,5813,5813
130852,Monitor Cooperative Telephone Company,50,Fiber to the Premises,601,135
130853,Monon Telephone Company Inc.,50,Fiber to the Premises,2472,2472
130854,Monroe Telephone Company,10,Copper,2162,2162
130856,Griggs County Telephone Company,50,Fiber to the Premises,7372,7499
130860,The Moundridge Telephone Company,50,Fiber to the Premises,2463,2463
130862,Mount Horeb Telephone Company,10,Copper,13291,13291
130865,"Mountain Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,20934,20934
130872,MTCO Corporation,10,Copper,17712,17712
130874,"Mud Lake Telephone Cooperative Association, Inc.",10,Copper,1884,1884
130875,Mulberry Cooperative Telephone Co. Inc.,10,Copper,6652,6652
130877,Mutual Telephone Company (IA),10,Copper,56771,56450
130878,"Mutual Telephone Company of Morning Sun, Iowa",10,Copper,11953,11953
130880,"Myakka Communications, Inc.",50,Fiber to the Premises,6137,6137
130882,"NATCO Communications, Inc.",10,Copper,14187,14187
130885,North Dakota Telephone Company,50,Fiber to the Premises,22484,22484
130886,"NE Colorado Cellular, Inc.",50,Fiber to the Premises,132031,132031
130887,"Nedelco, Inc.",10,Copper,58235,58238
130889,Nelson Telephone Cooperative,40,Cable,7481,7481
130890,"Nemont Telephone Cooperative, Inc.",10,Copper,41231,41231
130892,"NetCarrier Telecom, Inc.",50,Fiber to the Premises,0,1040
130901,New Hope Telephone Cooperative (VA),50,Fiber to the Premises,1113,1113
130902,"New Hope Telephone Cooperative, Inc. (AL)",50,Fiber to the Premises,11913,11913
130903,"New Knoxville Telephone Company/GoldStar Communications, LLC",10,Copper,73212,83790
130904,"New Lisbon Telephone Company, Inc.",50,Fiber to the Premises,18538,12509
130905,"New Paris Telephone Company, Inc.",10,Copper,41816,41816
130906,"Nuvera Communications, Inc.",10,Copper,101113,101113
130908,"New Windsor Communications, Inc.",10,Copper,2094,2094
130915,"Next Metro, LLC",50,Fiber to the Premises,0,116
130919,Wittenberg Telephone Company,40,Cable,9322,9322
130921,NITCO Holding Corporation,10,Copper,174126,174212
130925,Nortex Communications,10,Copper,28196,28196
130926,North Carolina RSA 3 Cellular Telephone Company,71,Licensed Fixed Wireless,409119,409119
130929,"North Central Telephone Cooperative, Inc.",50,Fiber to the Premises,71780,71780
130930,North English Cooperative Telephone Company,10,Copper,1510,1510
130937,"Northeast Communications of Wisconsin, Inc.",10,Copper,100314,58183
130938,Northeast Iowa Telephone Company,50,Fiber to the Premises,5245,5245
130939,"Northeast Louisiana Telephone Co., Inc.",50,Fiber to the Premises,2114,599
130940,Northeast Missouri Rural Telephone Company,50,Fiber to the Premises,15004,15004
130941,Northeast Nebraska Telephone Company,50,Fiber to the Premises,11509,11509
130944,Northern Telephone Company/Wilderness Valley Telephone Company,10,Copper,175,175
130945,"Northern Telephone Cooperative, Inc.",50,Fiber to the Premises,1297,525
130950,Northwest Communications Cooperative,10,Copper,48148,48148
130953,Northwest Communications Cooperative Association,10,Copper,46324,45327
130956,"KCL Enterprises, Inc.",10,Copper,1881,233
130962,Nucla-Naturita Telephone Company,10,Copper,5408,5408
130963,Nunn Telephone Company,50,Fiber to the Premises,1234,1234
130964,"Nushagak Electric & Telephone Cooperative, Inc.",10,Copper,2118,2118
130967,OACYS Technology,50,Fiber to the Premises,0,96014
130969,Ogden Telephone Company,50,Fiber to the Premises,6223,6223
130974,"Olin Telephone Company, Inc.",50,Fiber to the Premises,1591,1591
130976,Northland Telephone Systems,10,Copper,4543,28517
130977,"Oneida Telephone Exchange, Inc.",10,Copper,1319,1319
130979,Onslow Cooperative Telephone Association,50,Fiber to the Premises,291,291
130982,"Zayo Group, LLC",10,Copper,0,111561
130983,Oran Mutual Telephone Company,50,Fiber to the Premises,301,301
130986,Oregon Telephone Corporation,10,Copper,41835,47222
130988,"Orlando Telephone Company, Inc.",10,Copper,88687,48601
130989,Osage Municipal Utilities,40,Cable,3130,3130
130993,"Firstlight Fiber, Inc.",10,Copper,14214,31348
130996,"US Signal Company, LLC",10,Copper,0,2543
130999,"NTT DoCoMo, Inc.",40,Cable,81467,81467
131003,Palmer Mutual Telephone Company,50,Fiber to the Premises,427,427
131005,"Palmetto Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,47694,47694
131006,Palo Cooperative Telephone Association,50,Fiber to the Premises,940,940
131007,"Panhandle Telephone Cooperative, Inc.",10,Copper,30230,30230
131008,Panora Communications Cooperative,40,Cable,5709,5642
131009,Park Region Mutual Telephone Company,10,Copper,35588,35588
131010,Partner Communications Cooperative,10,Copper,7460,7460
131011,"PATHWAYZ Communications, Inc.",50,Fiber to the Premises,25206,25206
131013,Pattersonville Telephone Company (NY),10,Copper,1334,1334
131014,Paul Bunyan Rural Telephone Cooperative,10,Copper,78528,78528
131016,"PCC Holdings, Inc.",50,Fiber to the Premises,2075886,2075886
131019,Peace Valley Telephone Company,10,Copper,521,521
131021,The Peetz Cooperative Telephone Company,50,Fiber to the Premises,1679,1679
131023,"Pembroke Telephone Company, Inc.",50,Fiber to the Premises,8997,8997
131024,Pembroke Telephone Cooperative,10,Copper,4452,4452
131025,"Penasco Valley Telephone Cooperative, Inc.",10,Copper,49577,49577
131026,"Pencor Services, Inc.",10,Copper,298524,857151
131027,Pennsylvania Telephone Company,10,Copper,1322,468
131029,"Peoples Rural Telephone Cooperative Corporation, Inc.",50,Fiber to the Premises,18111,18111
131030,"Peoples Telecommunications, LLC",10,Copper,5338,5338
131031,Peoples Telephone Cooperative,10,Copper,235478,270678
131032,"Perry-Spencer Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,24971,24971
131034,Phillips County Telephone Company,40,Cable,5831,5831
131036,"Piedmont Rural Telephone Cooperative, Inc.",10,Copper,27488,27488
131037,"Pierce Telecommunications, Inc.",10,Copper,2892,2892
131038,Pine Belt Communications Co. Inc.,0,Other,10196,10197
131039,Pine Telephone Company,10,Copper,73709,73709
131041,"Pineland Telephone Cooperative, Inc.",50,Fiber to the Premises,36831,39331
131042,Town of Pineville,10,Copper,5167,5167
131043,"Pinpoint Holdings, Inc.",10,Copper,21813,21813
131044,"Pioneer Telephone Association, Inc.",10,Copper,18914,18914
131045,Pioneer Telephone Cooperative (OK),10,Copper,133796,135761
131046,Pioneer Telephone Cooperative (OR),10,Copper,19933,19933
131047,Pioneer Telephone Holding Company,50,Fiber to the Premises,687,168
131049,"Plains Cooperative Telephone Association, Inc.",50,Fiber to the Premises,5558,5558
131050,Plainview Telephone Company Inc.,50,Fiber to the Premises,1577,1577
131051,Plant Telephone Company,10,Copper,29884,29884
131052,"Planters Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,19263,2879
131055,"Poka Lambro Telephone Cooperative, Inc.",40,Cable,53602,53602
131056,Polar Communication Mutual Aid Corporation,50,Fiber to the Premises,18402,18402
131057,"Ponderosa Communications, Inc.",10,Copper,29337,29337
131060,"TPC ACC Acquisition, LLC",10,Copper,99154,15607
131071,Preston Telephone Company,50,Fiber to the Premises,1833,1833
131073,"Progressive Rural Telephone Co-Op., Inc.",50,Fiber to the Premises,9159,9159
131074,"Progressive Voice & Data, Inc.",10,Copper,1524,1523
131075,"Project Mutual Telephone Cooperative Association, Inc.",10,Copper,44579,44579
131076,"Public Service Communications, Inc.",10,Copper,107420,107420
131078,"Pulaski White Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,9416,9416
131081,"Metronet Holdings, LLC",50,Fiber to the Premises,2756866,2756866
131085,"Radcliffe Telephone Company, Inc.",50,Fiber to the Premises,681,681
131086,"Ragland Telephone Co., Inc.",10,Copper,3287,3287
131087,"Rainbow Telecommunications Association, Inc.",40,Cable,17272,17272
131089,Randolph Telephone Membership Corporation,10,Copper,41242,41242
131090,"Range Telephone Cooperative, Inc.",10,Copper,44844,44844
131096,Readlyn Telephone Company,50,Fiber to the Premises,984,984
131097,Red River Rural Telephone Association,50,Fiber to the Premises,21213,21213
131100,Reedsburg Utility Commission,50,Fiber to the Premises,15398,15398
131102,Reservation Telephone Cooperative,10,Copper,26563,26563
131103,"Reserve Holdings, Inc.",40,Cable,40176,40176
131106,Reynolds Telephone Company,50,Fiber to the Premises,2426,2426
131108,"Smithville Holding Company, Inc.",10,Copper,44922,8256
131109,"Richland-Grant Telephone Cooperative, Inc.",10,Copper,10103,4543
131113,Ringgold Telephone Company,10,Copper,19882,19882
131114,Ringsted Telephone Company,10,Copper,2329,2329
131116,River Valley Telecommunications Cooperative,50,Fiber to the Premises,2015,2015
131117,"Riviera Telephone Company, Inc.",10,Copper,17219,17219
131118,RJB Telecommunications Corp.,40,Cable,15673,15673
131122,Roberts County Telephone Cooperative Association,50,Fiber to the Premises,3873,3873
131123,Robinson Communications Corporation,10,Copper,2071,2071
131124,"Rochester Telephone Company, Inc.",50,Fiber to the Premises,27234,27234
131125,"Comporium, Inc.",10,Copper,249261,249261
131126,Rock Port Telephone Company,10,Copper,12822,12822
131127,Rockwell Cooperative Telephone Association,50,Fiber to the Premises,2452,2452
131128,Roggen Telephone Cooperative Company,50,Fiber to the Premises,5861,5861
131129,"CommunityTel, Inc.",10,Copper,27264,27264
131130,Roome Telecommunications Inc.,10,Copper,1049,1049
131131,"Roosevelt County Rural Telephone Cooperative, Inc.",10,Copper,10709,10709
131135,Royal Telephone Company,50,Fiber to the Premises,653,653
131139,Runestone Telephone Association,10,Copper,10945,10945
131141,Rural Telephone Service Company,50,Fiber to the Premises,105320,111929
131145,S&T Telephone Cooperative Association,40,Cable,46234,46234
131146,Sac County Mutual Telephone Company,50,Fiber to the Premises,1474,1474
131148,Saddleback Communications Inc.,10,Copper,3719,3730
131152,Salina Spavinaw Telephone Company Inc.,10,Copper,8686,2633
131157,Sand Creek Communications Company,50,Fiber to the Premises,1380,107
131158,"Sandhill Telephone Cooperative, Inc.",10,Copper,33855,14245
131161,"Waimana Enterprises, Inc.",10,Copper,90,3
131162,"Santa Rosa Telephone Cooperative, Inc.",10,Copper,148901,148901
131163,Santel Communications Cooperative,50,Fiber to the Premises,10164,10164
131165,Scatter Creek Ltd.,10,Copper,7301,7301
131166,Schaller Telephone Company,50,Fiber to the Premises,1904,1904
131167,"Schurz Communications, Inc.",40,Cable,196089,201096
131168,Scio Mutual Telephone Association,50,Fiber to the Premises,2040,2036
131169,Cypress Break,10,Copper,319,319
131170,Scott County Telephone Cooperative,10,Copper,54606,54606
131171,Scranton Telephone Company,50,Fiber to the Premises,626,626
131172,Searsboro Telephone Company,50,Fiber to the Premises,239,49
131173,Sebastian Enterprises,10,Copper,18294,18294
131175,Selectronics Corporation,10,Copper,19594,19594
131179,Sharon Telephone Company (IL & WI),50,Fiber to the Premises,2631,2631
131180,"Shawnee Communications, Inc.",50,Fiber to the Premises,16311,16311
131181,Shenandoah Telecommunications Company,10,Copper,574915,574915
131183,"Sherwood Mutual Telephone Association, Inc.",50,Fiber to the Premises,5219,1018
131186,Sierra Tel Communications Group,10,Copper,18698,18698
131190,"Horizon Communications, Inc.",10,Copper,89776,88768
131191,"Simply Bits, LLC",70,Unlicensed Fixed Wireless,498145,498145
131194,"Siren Telephone Company, Inc.",10,Copper,12782,12782
131195,"Siskiyou Communications, Inc.",10,Copper,4693,4693
131197,Sjoberg's Inc.,40,Cable,17635,17636
131199,Skyline Telephone Membership Corporation,10,Copper,105856,105856
131206,"Smartcom Telephone, LLC",50,Fiber to the Premises,47736,47736
131207,"SmarterBroadband, LLC",70,Unlicensed Fixed Wireless,60535,60535
131208,"Smith Bagley, Inc.",70,Unlicensed Fixed Wireless,51672,51829
131211,"Consolidated Companies, Inc.",10,Copper,7528,7528
131214,South Arkansas Telephone Co.,50,Fiber to the Premises,5653,27365
131216,South Central Rural Telecommunications Cooperative Inc.,10,Copper,42872,42872
131218,"South Central Telephone Association, Inc.",50,Fiber to the Premises,8761,8761
131219,"South Central Utah Telephone Association, Inc.",10,Copper,51569,10777
131221,"South Plains Telephone Cooperative, Inc.",50,Fiber to the Premises,8035,8035
131222,"South Slope Cooperative Telephone Company, Inc.",10,Copper,13772,22089
131223,"Southeast Nebraska Communications, Inc.",50,Fiber to the Premises,4164,4164
131225,Southeastern Indiana Rural Telephone Cooperative,50,Fiber to the Premises,9332,9332
131226,American Broadband Holding Company,10,Copper,133419,25749
131231,Southern Montana Telephone Company,50,Fiber to the Premises,1398,1398
131232,"Southwest Arkansas Telephone Cooperative, Inc.",50,Fiber to the Premises,8300,8300
131234,"Southwest Texas Telcom, Inc.",10,Copper,9035,9035
131239,Spencer Municipal Communications Utility,50,Fiber to the Premises,5940,1236
131240,Spring Grove Communications,50,Fiber to the Premises,1404,1404
131241,"Spring Valley Telephone Company, Inc.",50,Fiber to the Premises,1299,1299
131242,"Springcom, Inc.",10,Copper,5951,5951
131243,"Springville Cooperative Telephone Association, Inc.",10,Copper,1848,1848
131245,"Spruce Knob Seneca Rocks Telephone, Inc.",50,Fiber to the Premises,4395,4395
131246,"SRT Communications, Inc.",10,Copper,41496,41496
131247,"St. John Telephone, Inc.",50,Fiber to the Premises,3055,3055
131248,St. Paul Cooperative Telephone Association,50,Fiber to the Premises,311,207
131249,"Standard Tobacco Company, Inc.",40,Cable,9328,9328
131250,"Stanton Telecom, Inc.",50,Fiber to the Premises,2227,2227
131252,Star Telephone Membership Corporation,10,Copper,36279,36279
131255,"StarVision, Inc.",50,Fiber to the Premises,11198,11198
131257,"State Telephone Company, Inc.",10,Copper,9840,9840
131259,Stayton Cooperative Telephone Company,10,Copper,9399,9399
131260,"Steelville Telephone Exchange, Inc.",10,Copper,6569,1210
131261,Stelle Telephone Company,70,Unlicensed Fixed Wireless,55,55
131265,Stoneham Cooperative Telephone Corporation,50,Fiber to the Premises,126,126
131267,Stratford Mutual Telephone Company,50,Fiber to the Premises,4627,4627
131272,"Sunflower Enterprises, Inc.",10,Copper,1535,1535
131276,Superior Telephone Cooperative,50,Fiber to the Premises,182,182
131283,Surry Telephone Membership Corporation,10,Copper,57241,57241
131285,Fiberhawk,10,Copper,7279,7279
131286,"Sweetser Rural Telephone Company, Inc.",10,Copper,4351,4351
131290,Sycamore Telephone Company,10,Copper,2631,703
131296,"Taylor Telephone Cooperative, Inc.",10,Copper,21731,21731
131302,"Telapex, Inc.",10,Copper,1164885,1268083
131303,"TelAtlantic, Inc.",10,Copper,4869,4869
131308,"Telefonica International Holding, BV",10,Copper,0,1722
131309,"TeleGuam Holdings, Inc.",10,Copper,81248,82820
131310,"Telephone and Data Systems, Inc.",10,Copper,13929603,4777682
131311,Telephone Electronics Corporation,10,Copper,76323,22049
131315,Templeton Telephone Company,50,Fiber to the Premises,406,406
131320,Terral Telephone Company,50,Fiber to the Premises,479,161
131321,Terril Telephone Cooperative,50,Fiber to the Premises,378,378
131328,"Thacker-Grigsby Telephone Company, Inc.",40,Cable,37449,37449
131329,The Champaign Telephone Company,10,Copper,9766,9267
131330,Champlain Telephone Company,10,Copper,5641,5641
131332,The Conneaut Telephone Company,40,Cable,10683,10683
131337,The Hancock Telephone Company,50,Fiber to the Premises,1795,387
131339,The Middleburgh Telephone Company,10,Copper,12579,12623
131340,The Nebraska Central Telephone Co.,10,Copper,10136,10136
131341,The North-Eastern Pennsylvania Telephone Company,10,Copper,19391,19391
131342,The Ottoville Mutual Telephone Company,50,Fiber to the Premises,1944,1944
131344,Ridgeville Telephone Company,50,Fiber to the Premises,4060,4060
131347,The Toledo Telephone Company,50,Fiber to the Premises,5094,5088
131349,Three River Telco,10,Copper,7082,7082
131354,Titonka Telephone Company,50,Fiber to the Premises,1095,1095
131357,Tohono O'Odham Utility Authority,10,Copper,2833,2833
131358,"Tonica Technologies, Inc.",10,Copper,1231,1231
131359,"Totah Communications, Inc.",10,Copper,4986,4986
131361,Town of Shrewsbury,40,Cable,24682,24682
131362,"Townes Telecommunications, Inc.",10,Copper,44129,44139
131363,"Traceroad, Inc.",10,Copper,1819,1819
131365,Trenton Telephone Co.,50,Fiber to the Premises,8610,8610
131366,"BHT Holdings, Inc.",10,Copper,42179,41396
131367,"Triangle Telephone Cooperative Assn., Inc.",10,Copper,46660,46660
131368,"Tri-County Communications Cooperative, Inc.",40,Cable,17865,17865
131378,"Future Fiber FinCo, LLC",10,Copper,689021,688538
131379,"City of Muscatine, Iowa",50,Fiber to the Premises,12480,2198
131383,"Tularosa Basin Telephone Company, Inc.",10,Copper,22291,22291
131384,Twin Lakes Telephone Cooperative Corporation,50,Fiber to the Premises,71239,75070
131386,U.S. TelePacific Holdings Corp.,10,Copper,0,65517
131387,"UBTA-UBET Communications, Inc.",10,Copper,73711,43039
131388,Union River Telephone Company,50,Fiber to the Premises,4315,4315
131394,Evertek Enterprises,50,Fiber to the Premises,60902,60902
131395,"United Telephone Association, Inc.",40,Cable,76530,76544
131396,"MTE Holdings, LLC",10,Copper,160412,24410
131397,"UniTek, Inc.",10,Copper,6837,6837
131400,Unwired Ltd.,71,Licensed Fixed Wireless,1493597,1493597
131401,Upsala Cooperative Telephone Association,40,Cable,3368,3368
131407,UTMA,50,Fiber to the Premises,14972,14972
131409,"Valley Telecommunications Cooperative Association, Inc.",50,Fiber to the Premises,13122,13122
131411,"Valley Telephone Cooperative, Inc. (AZ/NM)",10,Copper,32750,32750
131412,"Valliant Telephone Company, Inc.",10,Copper,10288,4082
131413,"Windstream Holdings, Inc.",10,Copper,4838665,4838665
131414,"Van Buren Telephone Co., Inc.",50,Fiber to the Premises,3497,3497
131415,Van Horne Cooperative Telephone Company,50,Fiber to the Premises,516,516
131416,"Varcomm Holdings, Inc.",10,Copper,27926,27926
131418,Vaughnsville Telephone Company,10,Copper,9275,9275
131422,"Venture Communications Cooperative, Inc.",50,Fiber to the Premises,22435,22435
131423,Venus Telephone Corporation,50,Fiber to the Premises,1534,615
131425,Verizon Communications Inc.,50,Fiber to the Premises,56876681,51646469
131426,"Vermont Telephone Company, Inc.",10,Copper,20186,20315
131427,"Vernon Telephone Cooperative, Inc.",50,Fiber to the Premises,17475,17475
131431,Viola Holding Company,50,Fiber to the Premises,1543,1543
131441,Volcano Communications Company,10,Copper,13542,2230
131444,Wabash Mutual Telephone Company,10,Copper,59532,59532
131445,"Wabash Telephone Cooperative, Inc.",50,Fiber to the Premises,36657,36657
131448,"Wamego Telephone Company, Inc.",50,Fiber to the Premises,26563,26563
131451,Washington County Rural Telephone Cooperative,10,Copper,5317,5317
131453,Wave Wireless LLC,50,Fiber to the Premises,13921,17182
131457,Webster-Calhoun Cooperative Telephone Association,50,Fiber to the Premises,9356,9356
131458,Wellman Cooperative Telephone Association,10,Copper,2424,2424
131459,"West Carolina Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,116687,116687
131460,West Central Telephone Assn.,50,Fiber to the Premises,8054,8054
131461,West Iowa Telephone Company,50,Fiber to the Premises,8222,8222
131463,West Liberty Telephone Company,50,Fiber to the Premises,42953,42953
131465,West River Telecommunications Cooperative,50,Fiber to the Premises,22668,22668
131466,West Texas Rural Telephone Cooperative Inc.,10,Copper,14314,14314
131467,"West Wisconsin Telcom Cooperative, Inc.",10,Copper,15260,15260
131469,"Westelcom Network, Inc.",50,Fiber to the Premises,9766,3716
131472,Western Iowa Telephone Association,50,Fiber to the Premises,5541,5541
131475,Wahkiakum West Inc.,50,Fiber to the Premises,2997,449
131476,"Wes-Tex Telephone Cooperative, Inc.",50,Fiber to the Premises,27603,27603
131478,"Abound Ventures, Inc.",10,Copper,14295,1032
131480,"WideOpenWest Finance, LLC",10,Copper,2274160,446074
131481,Wiggins Telephone Association,50,Fiber to the Premises,3922,3922
131482,"Wikstrom Telephone Company, Inc.",10,Copper,16774,16774
131485,"Dycom Holding, Inc.",50,Fiber to the Premises,12972,12972
131486,Wilkes Telephone Membership Corporation,10,Copper,312662,312662
131487,Willard Telephone Company,50,Fiber to the Premises,106,106
131492,WinDBreak Cable,40,Cable,3086,3086
131494,Winnebago Cooperative Telecom Association,10,Copper,21874,21874
131497,"Wired or Wireless, Inc.",50,Fiber to the Premises,303634,227255
131505,"Woodhull Communications, Inc.",10,Copper,2000,2000
131506,Woodstock Telephone Company,50,Fiber to the Premises,13316,13316
131507,Woolstock Mutual Telephone Association,50,Fiber to the Premises,4107,4107
131510,Wyoming Mutual Telephone Company,50,Fiber to the Premises,982,982
131512,"XIT Rural Telephone Cooperative, Inc.",50,Fiber to the Premises,8891,8891
131516,Yadkin Valley Telephone Membership Corporation,10,Copper,104145,104145
131517,Granite State Communications,10,Copper,11134,11134
131518,"Yelcot Holding Group, Inc.",10,Copper,27646,27646
131520,Yeoman Telephone Company,10,Copper,5000,5000
131611,"Highland Telephone Cooperative, Inc. (KY & TN)",50,Fiber to the Premises,31834,31834
131612,Sharon Telephone Company (IA),50,Fiber to the Premises,4044,4044
131613,Sully Telephone Association,50,Fiber to the Premises,999,195
131900,"Cunningham Management, Inc.",40,Cable,18774,18798
140001,"Access Cable Television, Inc.",40,Cable,6962,6962
140012,Axiom Technologies,50,Fiber to the Premises,6171,1183
140018,Cable America Missouri LLC,40,Cable,1467,0
140020,PUD No. 1 of Chelan County,50,Fiber to the Premises,37790,37790
140030,Fail Telecommunication Corporation,10,Copper,23723,5718
140033,Filer Mutual Telephone Company,50,Fiber to the Premises,5249,5249
140036,Fort Jennings Telephone Company,50,Fiber to the Premises,1382,1426
140043,"Hopi Telecommunications, Inc.",10,Copper,1548,1548
140048,"JAB Wireless, Inc.",50,Fiber to the Premises,5676528,5676528
140055,LAT Inc.,70,Unlicensed Fixed Wireless,58423,58339
140064,"Defiance Holdings, LLC",50,Fiber to the Premises,391229,391229
140076,"Reasnor Telephone Company, LLC",10,Copper,301,51
140078,"Royell Communications, Inc.",50,Fiber to the Premises,50018,50018
140084,SPITwSPOTS Inc.,70,Unlicensed Fixed Wireless,80623,80623
140092,"Twin Valley Management, Inc.",10,Copper,82426,82426
140101,West River Cooperative Telephone Company,50,Fiber to the Premises,4495,4495
140106,"WTC Communications, Inc.",10,Copper,4253,4253
150119,Pattersonville Telephone Company (OH),10,Copper,368,67
150120,Mutual Telephone Company (KS),50,Fiber to the Premises,24897,24897
150225,Buckland Telephone Co.,50,Fiber to the Premises,870,267
150237,City of North Kansas,50,Fiber to the Premises,797,797
150245,"CresComm WiFi, LLC",50,Fiber to the Premises,7731,7731
150249,"DC Access, LLC",70,Unlicensed Fixed Wireless,40941,40941
150250,DTC Holding Company,50,Fiber to the Premises,26522,26522
150254,"DoveTel Communications, LLC",50,Fiber to the Premises,13593,7881
150258,Ellijay Telephone Company,10,Copper,69414,69414
150266,"Hanson Communications, Inc.",10,Copper,72323,72417
150272,Iowa Connect Inc.,70,Unlicensed Fixed Wireless,4189,4189
150287,"Moapa Valley Telecommunications, Inc.",10,Copper,3289,3289
150290,"Neptuno Media, Inc.",50,Fiber to the Premises,1123201,1123201
150307,"Remote Control, Inc.",50,Fiber to the Premises,197,42
150312,Russellville Electric Plant Board,50,Fiber to the Premises,5987,5987
150316,Socket Telecom LLC,10,Copper,196559,242979
150317,Wood County Telephone Company,10,Copper,34952,35925
150323,"TecInfo Communications, LLC",50,Fiber to the Premises,13458,13458
150327,"United Electric Cooperative, Inc.",50,Fiber to the Premises,94177,94427
150330,"Upward Access, LLC",70,Unlicensed Fixed Wireless,4643,0
150334,"WEHCO Video, Inc.",40,Cable,223212,223212
150335,"Wharton County Electric Cooperative, Inc.",70,Unlicensed Fixed Wireless,550,550
150336,"Whiz to Coho, Inc.",50,Fiber to the Premises,1068,1068
150339,"Worldnet Telecommunications, Inc.",10,Copper,490,2248
150341,Yellowstone Media Design,70,Unlicensed Fixed Wireless,742,742
160103,Allband Communications Cooperative,50,Fiber to the Premises,2981,2981
160108,Bristol Tennessee Essential Services,50,Fiber to the Premises,33828,33828
160115,"E-Vergent.com, LLC",50,Fiber to the Premises,120702,119545
160118,Eastern Cable Corporation,40,Cable,2699,2699
160127,LICT Corporation,10,Copper,300670,292283
160129,Manning Municipal Communications and Television Systems Utility,50,Fiber to the Premises,1209,1209
160135,"Ogden Communications, Inc.",50,Fiber to the Premises,561,561
160141,Plumas-Sierra Rural Electric Cooperative,40,Cable,12808,12808
160146,"Ralls Technologies, LLC",50,Fiber to the Premises,7942,7942
160151,"Southeastern Services, Inc.",50,Fiber to the Premises,287,142
160157,"Zito West Holding, LLC",40,Cable,402253,402253
160160,Hawkeye Topco Holdings LLC,40,Cable,129717,16714
160162,"TerraNovaNet, Inc.",70,Unlicensed Fixed Wireless,14876,2584
170001,"Puerto Rico Telephone Company, Inc.",10,Copper,1403279,99
170012,"American Samoa Telecom, LLC",40,Cable,15439,15439
170014,Atkins Telephone Company,50,Fiber to the Premises,1978,1978
170025,CMS Internet LLC,50,Fiber to the Premises,64474,64474
170044,Fishers Island Telephone Corporation,10,Copper,1010,1010
170047,"GMN Tri-County CAC, Inc.",50,Fiber to the Premises,8740,8741
170050,Harlan Municipal Utilities,40,Cable,2257,538
170054,"FIF St. George, LLC",50,Fiber to the Premises,154971,166161
170058,Jackson Energy Authority,50,Fiber to the Premises,40390,40390
170066,Monmouth Independence Network,50,Fiber to the Premises,16541,16541
170067,Monmouth Internet Corporation,10,Copper,0,1116
170071,"Newmax, LLC",40,Cable,178694,178501
180010,City of Auburn,50,Fiber to the Premises,12241,12241
180011,City of Cartersville,50,Fiber to the Premises,0,438
180012,"City of Elberton, Georgia",40,Cable,9742,9742
180014,City of LaGrange,50,Fiber to the Premises,0,1357
180032,"Home Town Cable TV, LLC",40,Cable,10179,313
180048,"Rapid Systems, Inc.",72,LBR Fixed Wireless,633847,140103
180058,"Com Net, Inc.",50,Fiber to the Premises,0,48
180064,"Web Fire Communications, Inc.",50,Fiber to the Premises,24459,24702
190002,101Netlink,71,Licensed Fixed Wireless,92171,92171
190003,"1stel, Inc.",70,Unlicensed Fixed Wireless,58620,58620
190013,Adams CATV Inc.,40,Cable,46130,46130
190015,"Aeneas Communications, LLC",50,Fiber to the Premises,79807,79807
190020,"City of Albany, Georgia",50,Fiber to the Premises,350,973
190025,America Internet & Communications,70,Unlicensed Fixed Wireless,138,5
190046,Beaver Valley Cable Company,40,Cable,2338,2338
190047,"Bee Line, Inc.",40,Cable,18450,18450
190053,"Bluebird Wireless Broadband Services, LLC",10,Copper,1630,1799
190058,"Board of Water, Light & Sinking Fund Commissioners of the City of Dalton, GA",50,Fiber to the Premises,33362,33362
190059,"Boycom Cablevision, Inc.",40,Cable,5420,268
190071,Cable Co-Op,40,Cable,3415,475
190075,Catalina Broadband Solutions LLC,40,Cable,2292,2292
